Item Brand Name,Model ,Num Units Sold,Sale Amount,GP,GM%,GPROI,Avg. Compdaystosell,Avg. Sale Amount,Current Inventory ,Posted Inventory ,Current Inventory  Cost,Rank of Num Units Sold along Model 
Rolex,116233 WHT AR OYS,1,"$9,400 ","$1,400 ",15%,0.23,240,"$9,400 ",0,0,$0 ,400
Rolex,116233 STL ARB JUB,1,"$9,250 ",$963 ,10%,0.24,160,"$9,250 ",0,0,$0 ,400
Rolex,116233 IVRY JUB AR JUB,1,"$7,600 ",$350 ,5%,0.16,104,"$7,600 ",1,0,"$8,450 ",400
Rolex,116233 CHP ROM JUB,1,"$8,300 ",$766 ,9%,0.17,196,"$8,300 ",1,0,"$8,250 ",400
Rolex,116233 CHP DI NO IX JUB,1,"$9,350 ","$1,393 ",15%,0.36,153,"$3,117 ",14,0,"$123,450 ",400
Rolex,116233 BLU GRAD JUB,1,"$9,950 ","$1,315 ",13%,,,"$9,950 ",0,0,$0 ,400
Rolex,116231-0099,1,"$9,705 ","$1,629 ",17%,0.94,65,"$9,705 ",3,0,"$28,400 ",400
Rolex,116231-0090,1,"$12,000 ","$2,411 ",20%,,,"$12,000 ",1,0,"$9,500 ",400
Rolex,116231-0084,1,"$11,750 ","$2,739 ",23%,0.64,133,"$11,750 ",4,0,"$30,150 ",400
Rolex,116231-0083,1,"$9,300 ",$844 ,9%,0.16,204,"$9,300 ",5,1,"$44,330 ",400
Rolex,116231-0058,1,"$10,450 ","$1,350 ",13%,0.77,61,"$10,450 ",5,0,"$48,632 ",400
Rolex,116231-0057,1,"$12,876 ","$2,017 ",16%,,,"$12,876 ",0,0,$0 ,400
Rolex,116231 WHT IX JUB,1,"$10,950 ","$3,457 ",32%,1.86,62,"$10,950 ",2,1,"$18,400 ",400
Rolex,116231,1,"$12,695 ","$3,144 ",25%,,,"$12,695 ",3,1,"$27,407 ",400
Rolex,116203-0135,1,"$9,750 ","$2,441 ",25%,0.77,119,"$9,750 ",1,1,"$7,500 ",400
Rolex,116201184B7220           ,1,"$11,950 ","$2,791 ",23%,,,"$11,950 ",0,0,$0 ,400
Rolex,116201-0097,1,"$9,500 ","$1,871 ",20%,1.33,54,"$9,500 ",0,0,$0 ,400
Rolex,116201-0092,1,"$10,000 ","$1,600 ",16%,0.36,164,"$10,000 ",2,0,"$17,500 ",400
Rolex,116201-0064,1,"$12,450 ","$4,821 ",39%,,,"$12,450 ",0,0,$0 ,400
Rolex,116200A69B7220           ,1,"$8,510 ","$2,007 ",24%,,,"$8,510 ",0,0,$0 ,400
Rolex,116200A44B6360           ,1,"$8,100 ","$1,340 ",17%,,,"$8,100 ",0,0,$0 ,400
Rolex,116200A10B6360           ,1,"$8,226 ",$847 ,10%,,,"$8,226 ",3,2,"$20,200 ",400
Rolex,116200-0100,1,"$8,200 ","$2,100 ",26%,0.69,136,"$8,200 ",2,1,"$14,739 ",400
Rolex,116200-0099,1,"$8,300 ","$2,474 ",30%,,,"$8,300 ",4,0,"$26,900 ",400
Rolex,116200-0071,1,"$7,000 ",($194),-3%,,,"$7,000 ",1,1,"$5,500 ",400
Rolex,116200-0070,1,"$8,100 ","$1,400 ",17%,0.69,91,"$8,100 ",5,0,"$35,200 ",400
Rolex,116200-0061,1,"$7,250 ","$1,205 ",17%,0.52,117,"$7,250 ",13,0,"$79,150 ",400
Rolex,116200 TUX IX OYS,1,"$6,800 ","$1,450 ",21%,1.53,51,"$6,800 ",3,2,"$16,796 ",400
Rolex,116200 PNK ROM OYS,1,"$6,350 ",$924 ,15%,0.22,245,"$6,350 ",1,0,"$6,200 ",400
Rolex,116200 BLK SUN ROM OYS,1,"$6,500 ","$1,295 ",20%,0.5,145,"$6,500 ",0,0,$0 ,400
Rolex,116200 BLK JUB ROM OYS,1,"$7,500 ",($989),-13%,-0.2,240,"$7,500 ",2,0,"$11,767 ",400
Rolex,116200 BLK ARB OYS,1,"$7,850 ","$1,796 ",23%,,,"$7,850 ",4,0,"$22,976 ",400
Rolex,116199SANR,1,"$39,704 ","$11,532 ",29%,,,"$39,704 ",1,1,"$35,000 ",400
Rolex,116189 PAV AR DB,1,"$36,950 ","$11,784 ",32%,,,"$36,950 ",0,0,$0 ,400
Rolex,116139 BLK TUX DB,1,"$14,000 ","$3,905 ",28%,0.48,213,"$4,667 ",1,1,"$13,519 ",400
Rolex,116138,1,"$18,051 ","$4,571 ",25%,0.97,95,"$6,017 ",3,0,"$41,014 ",400
Rolex,116000A39B7020           ,1,"$8,450 ","$2,950 ",35%,0.88,144,"$8,450 ",1,0,"$5,500 ",400
Rolex,116000A17B7020           ,1,"$6,992 ","$2,001 ",29%,,,"$6,992 ",1,1,"$5,400 ",400
Rolex,116000-0012,1,"$8,500 ","$1,837 ",22%,0.99,80,"$8,500 ",1,0,"$5,574 ",400
Rolex,116000-0009,1,"$11,950 ","$4,375 ",37%,,,"$11,950 ",6,1,"$33,300 ",400
Rolex,116000 BLU SLV OYS,1,"$6,499 ","$1,205 ",19%,0.85,80,"$6,499 ",0,0,$0 ,400
Rolex,115210A30B7219           ,1,"$6,500 ",$967 ,15%,,,"$6,500 ",0,0,$0 ,400
Rolex,115210A10B7219           ,1,"$6,700 ","$1,700 ",25%,,,"$6,700 ",2,1,"$10,400 ",400
Rolex,114234 SLV/ORG CON OYS,1,"$6,021 ","$1,421 ",24%,1.05,82,"$6,021 ",0,0,$0 ,400
Rolex,114234 BLU IX AR OYS,1,"$6,750 ","$2,519 ",37%,0.9,152,"$2,250 ",0,0,$0 ,400
Rolex,114234,1,"$6,600 ",$896 ,14%,,,"$6,600 ",0,0,$0 ,400
Rolex,114200-0022,1,"$6,500 ","$1,514 ",23%,,,"$6,500 ",0,0,$0 ,400
Rolex,114200-0019,1,"$5,069 ","$1,290 ",25%,1.93,48,"$5,069 ",1,0,"$4,500 ",400
Rolex,114200 WHT ROM OYS,1,"$5,232 ","$2,322 ",44%,0.74,219,"$5,232 ",2,1,"$9,150 ",400
Rolex,114200,1,"$6,600 ","$1,328 ",20%,0.89,83,"$6,600 ",1,0,"$4,800 ",400
Rolex,1060,1,"$1,755 ",$255 ,15%,,,"$1,755 ",0,0,$0 ,400
Rolex,1005 CHP IX OYS,1,"$4,950 ","$2,332 ",47%,2.1,82,"$4,950 ",0,0,$0 ,400
Rolex,,0,$0 ,$0 ,,,,$0 ,0,0,$0 ,"1,036"
Rolex,79173 BLU GRAD DI JUB,0,$0 ,$0 ,,,94,$0 ,1,0,"$4,353 ","1,036"
Rolex,79160A18B7824            ,0,$0 ,$0 ,,,103,$0 ,1,0,"$2,311 ","1,036"
Rolex,69298 MOP DI PRL,0,"$3,000 ","$2,900 ",97%,1.15,306,"$1,500 ",2,0,"$44,500 ","1,036"
Rolex,67480,0,$0 ,$0 ,,,92,$0 ,4,1,"$16,376 ","1,036"
Rolex,6466,0,$0 ,$0 ,,,130,$0 ,1,1,"$2,196 ","1,036"
Rolex,6422 CHP IX,0,$0 ,$0 ,,,98,$0 ,1,1,"$3,530 ","1,036"
Rolex,54425037STC30            ,0,$0 ,$0 ,,,218,$0 ,1,0,"$5,923 ","1,036"
Rolex,21823993AB8321           ,0,$0 ,$0 ,,,112,$0 ,2,1,"$67,473 ","1,036"
Rolex,18239B                   ,0,$0 ,$0 ,,,776,$0 ,4,0,"$64,955 ","1,036"
Rolex,16800,0,$0 ,$0 ,,,181,$0 ,7,3,"$59,631 ","1,036"
Rolex,16758 CHP SERT JUB,0,"$4,000 ","$3,925 ",98%,1.11,324,"$2,000 ",0,0,$0 ,"1,036"
Rolex,1675 BLK PEP JUB,0,($500),($500),100%,1.09,336,($250),2,1,"$24,500 ","1,036"
Rolex,16200 SLV IX OYS,0,$0 ,$0 ,,,62,$0 ,3,2,"$15,836 ","1,036"
Rolex,116231-0085,0,$0 ,$0 ,,,14,$0 ,7,0,"$57,600 ","1,036"
Rolex,116208 BLK JUB ROM JUB,0,"($1,500)","($1,500)",100%,3.17,115,($250),1,0,"$23,000 ","1,036"
Rolex,1011/8                   ,0,$0 ,$0 ,,,70,$0 ,1,1,"$4,280 ","1,036"
Grand Total,Total,"2,969","$59,358,306 ","$11,998,027 ",20%,0.64,115,"$10,655 ","2,938",628,"$38,973,137 ",1
